sentence,label
No previous coursework in systems biologyItalian cinema is required.,0
A strong grasp of interdisciplinary science is crucial.,1
An understanding of optimization is necessary.,1
This course is open to students without a background in COS 240.,0
The course assumes familiarity with mechanical engineering.,1
"it's a plus., , microeconomicsconservation biology is not mandatory",0
A strong grasp of MAT 104 is crucial.,1
"Prior knowledge of paleontology is useful, not required",0
Knowledge of East Asian studies assumed.,1
This course assumes prior knowledge in Japanese.,1
modern historyByzantine history is not a required prerequisite for this course.,0
"equivalent., software engineeringfiction writing",1
An understanding of computational mathematics is necessary.,1
Knowledge of chemical kinetics assumed.,1
Latin American literature may be taken concurrently.,0
African American studies can be taken concurrently with this course.,0
Students are expected to have completed courses in Japanese linguistics.,1
Lack of experience in EGR 151 will not disqualify you.,0
A prerequisite is a solid foundation in digital humanities.,1
"not required., ECO 202 is suggested",0
No previous coursework in racial politicsarcheology is required.,0
No previous coursework in MAT 201 is required.,0
Students must have a basic understanding of MAT 175.,1
This course is open to students without a background in financial markets.,0
Lack of experience in population ecologydata science will not disqualify you.,0
"advised., Meeting the professor to discuss your background in ethics is optional",0
"equivalent., MOL 214",1
A strong grasp of healthcare management is crucial.,1
No prior knowledge of sculpturecreative writing is assumed.,0
It's permissible to enroll without having taken visual cultureAsian American history.,0
"syntaxaerodynamics is suggested, not required.",0
Students are required to have prior experience in Spanish literaturedramatic theory.,1
This course assumes prior knowledge in cultural anthropology.,1
This course is open to students without a background in logic.,0
" Germanic linguisticsepidemiology is not a pre-condition for enrollment., Though helpful",0
Students are expected to have completed meteorology.,1
"Though Turkish is advised,  alternative experiences can also be considered.",0
A solid grasp of MAT 103 is highly recommended.,0
Students must have a basic understanding of geneticscomposition.,1
"not required., history of technology is suggested",0
"dance, equivalent.",1
Prior coursework in Swahili is mandatory.,1
This course assumes prior knowledge in Spanish linguistics.,1
Students are expected to have completed courses in Latin American politicsClassical Latin.,1
Students are required to have prior experience in Hebrew literature.,1
Having a background in population studies is not strictly enforced.,0
You don't need ECO 202.,0
This course is open to students without a background in structural engineering.,0
Having a background in MAT 202 is not strictly enforced.,0
Candidates should have a grasp of paleontology.,1
It's not necessary to have completed numerical analysis.,0
Completion of ECO 202 is a must.,1
Lack of experience in COS 217 will not disqualify you.,0
Students without software engineeringfiction writing will not be considered.,1
Students are required to have prior experience in urban studies.,1
Students without Medieval Latinphonetics will not be considered.,1
No prior coursework in machine learning is necessary.,0
"Though ethnic studiesASL grammar is advised,  alternative experiences can also be considered.",0
Students may take this course without any knowledge of philosophycomputational science.,0
"equivalent., Indian historyhistoriography",1
Completion of urban designart conservation is a must.,1
" alternative experiences can also be considered., Though Russian literaturesocial theory is advised",0
"Though teacher preparation is advised,  alternative experiences can also be considered.",0
The course assumes familiarity with Modern HebrewHindi grammar.,1
Meeting the professor to discuss your background in Modern HebrewHindi grammar is mandatory.,1
"advised., Meeting the professor to discuss your background in financial markets is optional",0
COS 340 is a hard prerequisite for this course.,1
No prior coursework in Swahili is necessary.,0
"not required., geneticscomposition is suggested",0
" no prior knowledge is required., While PHY 104 is taught",0
Candidates must have taken a course in creative writing.,1
An understanding of sign linguisticscosmology is necessary.,1
Lack of experience in digital humanities will not disqualify you.,0
Proficiency in music theoryIslamic studies is required for this course.,1
The course assumes familiarity with rhetoric.,1
Meeting the professor to discuss your background in PHY 106 is mandatory.,1
A strong grasp of water resourcescross-cultural studies is crucial.,1
"an equivalent course., Students must have completed Korean cultureVLSI design",1
A background in ancient Near Eastbehavioral neuroscience is essential.,1
Having a background in MAT 201 is not necessary.,0
A background in EGR 156 is essential.,1
Having a background in history of science is not necessary.,0
Students are required to have prior experience in sign linguisticscosmology.,1
No prior knowledge of architecture is assumed.,0
